Date,Week No. ,Offer Type,Country,Vendor Name,Brand Name,Device Name,Device Capacity,Price Segmnet ,Tariff Name,Tariff Type,Tariff Segment,Upfront Cost ,Stickee TMC,Corrected TMC,Device Monthly Cost ,Tariff Term,Stickee TCO,Calculated TCO,Calculated TCO TI,Total Disc.,Total Disc. TI,Effective Price ,Effective Price TI,Cash Disc. ,Phone Plan Disc. ,Rate Plan Disc. ,W.Avg TI Disc,TI (Apple),TI (Samsung),TI (Google),Total Comp Offers ,GWP,Gift Card ,Free Susbcription ,PWP,Promotional Code 
Jun 12 2022,29,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,70,64,64,-,24,1606,1606,1424,0,182,1606,1243,0,0,0,182,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,20,49,49,-,24,1196,1196,1085,0,111,1196,974,0,0,0,111,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,20,32,32,-,24,788,788,677,0,111,788,566,0,0,0,111,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,55,55,-,24,1350,1350,1168,0,182,1350,987,0,0,0,182,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,No Frills 1GB,Data Plan,Standard,110,44,44,-,24,1166,1166,984,0,182,1166,803,0,0,0,182,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essential 100GB,Data Plan,Ultra Premium,0,44,44,-,24,1056,1056,598,337,458,719,139,0,0,337,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,No Frills 25GB,Data Plan,Premium,70,78,78,-,24,1942,1942,1821,0,121,1942,1699,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,No Frills 5GB,Data Plan,Standard,120,69,69,-,24,1776,1776,1655,0,121,1776,1533,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,30,94,94,-,24,2286,2286,2165,0,121,2286,2043,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,All Rounder 5GB,Data Plan,Standard,100,78,78,-,24,1972,1972,1851,0,121,1972,1729,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,64,64,-,24,1566,1566,1445,0,121,1566,1323,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Full Works,Data Plan,Ultra Premium,30,77,77,-,24,1878,1878,1757,0,121,1878,1635,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,63,63,-,24,1542,1542,1421,0,121,1542,1299,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,61,61,-,24,1514,1514,1393,0,121,1514,1271,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials 5GB,Data Plan,Standard,100,58,58,-,24,1492,1492,1371,0,121,1492,1249,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,88,88,-,24,2142,2142,2021,0,121,2142,1899,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,67,67,-,24,1638,1638,1517,0,121,1638,1395,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Essentials 25GB,Data Plan,Premium,50,81,81,-,24,1994,1994,1873,0,121,1994,1751,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,80,80,-,24,1970,1970,1849,0,121,1970,1727,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,69,69,-,24,1686,1686,1565,0,121,1686,1443,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,No Frills 5GB,Data Plan,Standard,120,55,55,-,24,1440,1440,1319,0,121,1440,1197,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,All Rounder 25GB,Data Plan,Premium,50,87,87,-,24,2138,2138,2017,0,121,2138,1895,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,30,70,70,-,24,1710,1710,1589,0,121,1710,1467,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,61,61,-,24,1514,1514,1393,0,121,1514,1271,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,All Rounder 25GB,Data Plan,Premium,50,67,67,-,24,1658,1658,1537,0,121,1658,1415,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,85,85,-,24,2090,2090,1969,0,121,2090,1847,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Essentials 5GB,Data Plan,Standard,100,72,72,-,24,1828,1828,1707,0,121,1828,1585,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,70,58,58,-,24,1462,1462,1341,0,121,1462,1219,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,89,89,-,24,2166,2166,2045,0,121,2166,1923,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,83,83,-,24,2022,2022,1901,0,121,2022,1779,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,91,91,-,24,2214,2214,2093,0,121,2214,1971,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Full Works,Data Plan,Ultra Premium,30,101,101,-,24,2454,2454,2333,0,121,2454,2211,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,All Rounder 5GB,Data Plan,Standard,100,64,64,-,24,1636,1636,1515,0,121,1636,1393,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,29,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,60,60,-,24,1490,1490,1369,0,121,1490,1247,0,0,0,121,229,155,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,71,71,-,24,1734,1734,1553,0,181,1734,1371,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,0,43,43,-,24,1032,1032,921,0,111,1032,811,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,All Rounder 5GB,Data Plan,Standard,50,52,52,-,24,1298,1298,1187,0,111,1298,1077,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essential 100GB,Data Plan,Ultra Premium,,41,41,-,24,984,984,526,337,458,647,68,0,0,337,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,70,76,76,-,24,1894,1894,1713,0,181,1894,1531,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,All Rounder 5GB,Data Plan,Standard,50,34,34,-,24,866,866,755,0,111,866,645,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,50,73,73,-,24,1802,1802,1621,0,181,1802,1439,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,No Frills 25GB,Data Plan,Premium,70,78,78,-,24,1942,1942,1821,0,121,1942,1700,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,50,59,59,-,24,1466,1466,1285,0,181,1466,1103,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,63,63,-,24,1542,1542,1421,0,121,1542,1300,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,20,37,37,-,24,908,908,797,0,111,908,687,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,All Rounder 25GB,Data Plan,Premium,30,57,57,-,24,1398,1398,1287,0,111,1398,1177,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,61,61,-,24,1514,1514,1393,0,121,1514,1272,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,53,53,-,24,1302,1302,845,336,457,966,388,0,0,336,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,Essentials 1GB,Data Plan,Standard,80,35,35,-,24,920,920,799,0,121,920,678,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,50,79,79,-,24,1946,1946,1765,0,181,1946,1583,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,0,41,41,-,24,984,984,863,0,121,984,742,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,73,73,-,24,1802,1802,1621,0,181,1802,1439,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Round iPhone 25GB,Data Plan,Premium,50,73,73,-,24,1802,1802,1621,0,181,1802,1439,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,50,67,67,-,24,1658,1658,1477,0,181,1658,1295,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,71,71,-,24,1734,1734,1553,0,181,1734,1371,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,All Rounder 5GB,Data Plan,Standard,100,54,54,-,24,1396,1396,939,336,457,1060,482,0,0,336,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,80,80,-,24,1950,1950,1769,0,181,1950,1587,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,69,69,-,24,1686,1686,1505,0,181,1686,1323,0,0,0,181,229,154,53,766,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,10,57,57,-,24,1378,1378,1267,0,111,1378,1157,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,68,68,-,24,1662,1662,1481,0,181,1662,1299,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,74,74,-,24,1806,1806,1625,0,181,1806,1443,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,10,56,56,-,24,1354,1354,1243,0,111,1354,1133,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,80,80,-,24,1970,1970,1849,0,121,1970,1728,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,,52,52,-,24,1248,1248,1137,0,111,1248,1027,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills 1GB,Data Plan,Standard,90,24,24,-,24,666,666,555,0,111,666,445,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,67,67,-,24,1638,1638,1457,0,181,1638,1275,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Full Works iPhone,Data Plan,Ultra Premium,30,77,77,-,24,1878,1878,1697,0,181,1878,1515,0,0,0,181,229,154,53,766,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills 25GB,Data Plan,Premium,70,64,64,-,24,1606,1606,1425,0,181,1606,1243,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essentials 5GB,Data Plan,Standard,150,30,30,-,24,870,870,749,0,121,870,628,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,70,46,46,-,24,1174,1174,993,0,181,1174,811,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Full Works,Data Plan,Ultra Premium,30,101,101,-,24,2454,2454,2333,0,121,2454,2212,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,77,77,-,24,1878,1878,1697,0,181,1878,1515,0,0,0,181,229,154,53,766,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,All Rounder 5GB,Data Plan,Standard,150,36,36,-,24,1014,1014,893,0,121,1014,772,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,50,67,67,-,24,1658,1658,1477,0,181,1658,1295,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,30,51,51,-,24,1254,1254,1143,0,111,1254,1033,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,All Rounder 5GB,Data Plan,Standard,50,44,44,-,24,1106,1106,985,0,121,1106,864,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Round iPhone 5GB,Data Plan,Standard,100,78,78,-,24,1972,1972,1791,0,181,1972,1609,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,70,70,-,24,1710,1710,1529,0,181,1710,1347,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,70,50,50,-,24,1270,1270,1089,0,181,1270,907,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,68,54,-,24,1326,1326,869,336,457,990,412,0,0,336,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,,53,53,-,24,1272,1272,1161,0,111,1272,1051,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills 1GB,Data Plan,Standard,100,34,34,-,24,916,916,805,0,111,916,695,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,89,89,-,24,2166,2166,1985,0,181,2166,1803,0,0,0,181,229,154,53,766,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,50,71,71,-,24,1754,1754,1573,0,181,1754,1391,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,61,61,-,24,1514,1514,1333,0,181,1514,1151,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,79,79,-,24,1926,1926,1745,0,181,1926,1563,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,No Frills 1GB,Data Plan,Standard,170,26,26,-,24,794,794,673,0,121,794,552,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,170,28,28,-,24,842,842,721,0,121,842,600,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,Full Works,Data Plan,Ultra Premium,10,63,63,-,24,1522,1522,1411,0,111,1522,1301,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,20,47,47,-,24,1148,1148,1027,0,121,1148,906,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,,50,50,-,24,1200,1200,1079,0,121,1200,958,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Full Works iPhone,Data Plan,Ultra Premium,30,65,65,-,24,1590,1590,1409,0,181,1590,1227,0,0,0,181,229,154,53,766,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,10,58,58,-,24,1402,1402,1291,0,111,1402,1181,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,All Rounder 5GB,Data Plan,Standard,100,78,78,-,24,1972,1972,1851,0,121,1972,1730,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essential 120GB,Data Plan,Ultra Premium,0,59,59,-,24,1416,1416,968,267,448,1149,519,0,0,267,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,30,70,70,-,24,1710,1710,1589,0,121,1710,1468,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,61,61,-,24,1514,1514,1393,0,121,1514,1272,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,48,48,-,24,1222,1222,765,336,457,886,308,0,0,336,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials 5GB,Data Plan,Standard,100,66,66,-,24,1684,1684,1503,0,181,1684,1321,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,30,55,55,-,24,1350,1350,1239,0,111,1350,1129,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,30,51,51,-,24,1254,1254,1143,0,111,1254,1033,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 5GB,Data Plan,Standard,100,72,72,-,24,1828,1828,1647,0,181,1828,1465,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Round iPhone 5GB,Data Plan,Standard,100,64,64,-,24,1636,1636,1455,0,181,1636,1273,0,0,0,181,229,154,53,480,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Full Works,Data Plan,Ultra Premium,30,77,77,-,24,1878,1878,1757,0,121,1878,1636,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Essentials 5GB,Data Plan,Standard,50,28,28,-,24,722,722,611,0,111,722,501,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Full Works,Data Plan,Ultra Premium,,53,53,-,24,1272,1272,1161,0,111,1272,1051,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,50,49,49,-,24,1226,1226,1045,0,181,1226,863,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,52,52,-,24,1278,1278,1097,0,181,1278,915,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,53,53,-,24,1322,1322,1141,0,181,1322,959,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills 5GB,Data Plan,Standard,70,25,25,-,24,670,670,559,0,111,670,449,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,50,42,42,-,24,1058,1058,947,0,111,1058,837,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23+,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,67,67,-,24,1638,1638,1517,0,121,1638,1396,0,0,0,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,68,68,-,24,1662,1662,1481,0,181,1662,1299,0,0,0,181,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder 5GB,Data Plan,Standard,100,50,50,-,24,1300,1300,1189,0,111,1300,1079,0,0,0,111,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,71,57,-,24,1398,1398,941,336,457,1062,484,0,0,336,121,229,154,53,0,,,,,
Jun 12 2022,30,Tariff,gb,EE,Samsung,S23 Ultra,128GB,Ultra Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,83,83,-,24,2022,2022,1901,0,121,2022,1780,0,0,0,121,229,154,53,0,,,,,
